"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0086009","GO:0086009","membrane repolarization",58,0.488555989316947,1.7576757635769,0.00131889478180375,0.0241483469788319,0.0208393287984387,6853,"tags=53%, list=20%, signal=43%","3736/6330/859/6327/2702/482/857/3760/9472/407033/6324/3741/287/81033/3759/23327/407024/781/3757/30820/7531/30819/23630/3752/9722/477/123041/3751/481/6331/3781"
"GO:0042113","GO:0042113","B cell activation",279,-0.360244301939141,-1.45532434134896,0.00133869155885131,0.0244369245251587,0.0210883629197813,9617,"tags=34%, list=28%, signal=25%","54440/4914/2067/11314/4242/602/5897/3635/10758/5771/6482/3623/150372/7494/1026/3955/3398/678/2146/1235/2322/3442/2185/64092/3071/6850/56833/100/684/407975/79155/6929/958/578/51237/64332/112616/974/28514/939/57162/604/10459/23308/100141515/84433/3574/695/54900/55024/64127/8227/7805/56832/7128/5788/5777/3718/2355/7462/2213/7293/10673/10312/22806/10538/952/1880/3596/3394/930/84787/159296/940/3497/9473/5450/7412/3575/343/3569/3589/973/374403/83416/23529/30009/7535/115350/931/1493/406961/3507/3578/23495/115352"
"GO:0031102","GO:0031102","neuron projection regeneration",60,0.487459963450962,1.76583693203416,0.00136261461312788,0.0248008829248229,0.0214024485491705,4475,"tags=28%, list=13%, signal=25%","4747/347/7070/4131/349667/1270/2348/4313/2670/2596/7143/2043/9315/6696/1605/4974/9856"
"GO:0007519","GO:0007519","skeletal muscle tissue development",177,0.356547453480893,1.53109567419319,0.00136648309972108,0.0248008829248229,0.0214024485491705,4108,"tags=19%, list=12%, signal=17%","58/4617/8048/150572/29895/4618/3235/6469/245806/93649/607/8538/6664/8320/57462/7093/2047/857/4654/6899/5079/6474/4209/58529/2033/59269/2660/8506/7026/51778/688/7504/26508"
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response",222,-0.38236396352165,-1.50720599978905,0.0013732001637332,0.0248513817597103,0.0214460275910437,9696,"tags=38%, list=28%, signal=28%","246778/2150/2067/8995/4242/6693/602/5897/3958/6482/7494/6097/3570/3142/3683/3134/3955/301/5361/1235/84766/3383/3442/2185/4092/3071/11151/51043/100/958/64332/338339/3594/3606/28514/51561/604/2625/10459/84868/100431172/23308/4192/3822/100141515/3593/3726/6776/84807/56832/5788/201294/3718/2213/3458/10538/5971/4818/8809/1880/6363/3394/3566/114548/930/84787/159296/4063/29851/114836/940/51744/941/5105/5734/5450/257101/3569/969/23529/80149/6556/30009/9021/10859"
"GO:1903859","GO:1903859","regulation of dendrite extension",27,0.612524206395456,1.90525528481359,0.00139831492048084,0.0250196224934028,0.0215912145046565,6989,"tags=52%, list=20%, signal=41%","127833/151835/6860/59284/114804/23025/84258/23327/401135/22999/9962/8437/4204/53335"
"GO:0106027","GO:0106027","neuron projection organization",95,0.427225866801605,1.67821938124239,0.00139787418830619,0.0250196224934028,0.0215912145046565,9607,"tags=51%, list=28%, signal=37%","4130/91752/2904/26128/2047/50944/2043/26115/23316/478/2932/26052/5649/80725/9912/225/5789/7779/23613/85461/5048/2048/8976/80823/547/11141/816/1020/10152/22871/1501/22891/55737/170506/8851/5063/1139/55619/7476/29904/27067/158866/1639/55811/1627/3480/8898/7804"
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response",89,-0.469726859080883,-1.6503512926779,0.00139834178913413,0.0250196224934028,0.0215912145046565,9371,"tags=45%, list=27%, signal=33%","8995/6693/602/6097/3570/3142/301/84766/4092/51043/64332/3594/3606/51561/604/2625/23308/3593/3726/6776/84807/3718/3458/10538/5971/8809/1880/6363/3566/114548/4063/29851/114836/941/5734/3569/969/80149/30009/9021"
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response",89,-0.469726859080883,-1.6503512926779,0.00139834178913413,0.0250196224934028,0.0215912145046565,9371,"tags=45%, list=27%, signal=33%","8995/6693/602/6097/3570/3142/301/84766/4092/51043/64332/3594/3606/51561/604/2625/23308/3593/3726/6776/84807/3718/3458/10538/5971/8809/1880/6363/3566/114548/4063/29851/114836/941/5734/3569/969/80149/30009/9021"
"GO:0099601","GO:0099601","regulation of neurotransmitter receptor activity",32,0.586031415624567,1.90844571105857,0.00141547079529172,0.02525455803125,0.0217939571157316,4522,"tags=59%, list=13%, signal=52%","10368/10369/432355/27091/399968/66004/729993/729956/59284/50944/27092/23542/4988/440829/80863/5649/388336/59283/57555"
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide",224,-0.376953538127126,-1.49059255524041,0.00143266867831934,0.0254893954148309,0.0219966150224983,7411,"tags=30%, list=21%, signal=24%","79155/5606/10417/115362/958/64332/406952/27178/3606/2634/5196/23729/19/84868/10865/929/3593/11009/4318/4843/4792/64127/9971/3148/4314/7133/7128/27063/5777/8106/11213/406938/345611/11093/7538/3055/407008/11027/10563/22914/3394/574034/114548/2623/100528032/7097/941/6372/22904/3627/4283/6347/2672/3569/389643/3553/10288/406932/80149/5197/3929/6374/5054/26228/5743/10859/3576/1440"
"GO:0002456","GO:0002456","T cell mediated immunity",133,-0.424546367130699,-1.58109548498593,0.0014411258402815,0.0255678393461179,0.0220643098787038,8076,"tags=37%, list=23%, signal=28%","3383/4092/3071/1075/925/6375/64332/3594/3606/51561/11035/2625/3592/81622/10865/8284/80328/3593/5027/100507436/54795/2529/64127/7133/5788/177/2213/8809/3824/3821/5551/3554/114548/326/11006/941/912/3004/619207/3575/3569/924/5133/3553/30009/6504/909/64005/10859"
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation",122,-0.434050151344266,-1.59528791056137,0.00149168487986289,0.0263907050454175,0.022774419306885,9802,"tags=48%, list=28%, signal=35%","3133/246778/54440/11314/3549/8995/3958/729230/3142/301/639/861/4860/4092/3071/6850/51043/100/7704/3707/865/6375/3559/64332/3594/3606/51561/604/2625/3592/3593/864/64410/84433/3726/6776/84807/56253/5788/64926/3718/177/7297/3458/10538/10148/6363/3566/114548/11006/940/941/257101/8764/969/80149/30009/7535/10859"
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response",98,-0.457761921832503,-1.6364877729038,0.00154406461517694,0.0272410952778145,0.0235082816153667,6130,"tags=34%, list=18%, signal=28%","3430/84868/8673/387695/695/1794/3689/5777/201294/2242/7462/30817/3458/2624/284021/11027/2294/5729/3596/2268/3566/2623/8013/3497/22904/3598/90865/27040/401258/116449/6348/6504/3929"
"GO:0030307","GO:0030307","positive regulation of cell growth",163,0.353810123901135,1.52496403105995,0.00155421559132212,0.0273438041080516,0.0235969163813692,5423,"tags=23%, list=16%, signal=19%","5458/127833/57611/151835/4131/1826/3084/3897/7224/6860/5645/3479/59284/114804/4137/627/9472/3558/23025/6422/552/84258/2664/1956/659/6548/23327/3984/2147/9175/57698/401135/5048/116224/22999/6792/9037"
"GO:0045445","GO:0045445","myoblast differentiation",114,0.390959604861823,1.58055266338965,0.00156469456501023,0.0274516968683462,0.0236900247298918,4696,"tags=25%, list=14%, signal=21%","4617/8048/150572/4618/6469/3084/93649/9573/607/23236/3479/8289/4654/6662/51412/6665/202151/144165/2660/463/6934/3670/6602/389072/389125/4656/130827/84466"
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion",280,-0.361727676058054,-1.4611027623543,0.00159200691109023,0.0278535059569139,0.0240367744150028,8528,"tags=34%, list=25%, signal=26%","923/301/567/861/6603/240/4860/3654/3071/6850/11151/51043/100/7704/3707/865/6375/3559/64332/56244/3481/6484/3594/2650/3606/3037/6366/283234/939/51561/604/3600/2625/3592/84868/23308/4192/8631/3593/864/64410/407030/84433/3574/55423/2529/64127/84807/5788/3689/1326/5777/7409/64926/3112/177/7297/3458/8808/10673/126259/10148/3932/146850/8600/6363/22914/3566/114548/100528032/11006/29851/8013/940/941/912/5105/399/7412/3575/6347/6352/9840/1960/3569/8764/3553/8740/10288/101/6504/7535/1236/6401/10859"
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport",335,0.298154694969675,1.36929192912972,0.00160597607542742,0.0280202897580098,0.0241807040376946,6853,"tags=30%, list=20%, signal=24%","100507537/3747/440699/2902/3773/7070/2904/2056/2903/406895/93107/5566/389816/2257/3788/3746/6330/7533/859/117/6000/3766/3763/1804/3779/57628/482/6262/857/3760/9472/407033/6324/84959/6769/57158/2905/287/28954/493/406994/288/4986/487/3765/6376/5774/57620/126755/57463/84502/53826/3759/9001/801/6548/23327/3208/782/407024/4923/7225/781/3767/2147/187/7779/3757/30820/7531/53828/3761/30819/9368/6546/23630/808/2048/9722/477/375611/1812/2890/2256/5350/1909/7881/201140/5532/283518/481/3755/65125/785/6331/5535/65266/6844/3781"
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis",54,-0.5367761459497,-1.74569518023745,0.00161471043696499,0.0280950719555671,0.0242452389230237,7174,"tags=37%, list=21%, signal=29%","6375/6366/51561/719/7057/4192/1906/64127/1240/728/407008/7130/6363/59341/27202/6352/6504/1236/3929/3576"
"GO:0045109","GO:0045109","intermediate filament organization",64,0.471219239489165,1.73678347508363,0.00162565185657397,0.0281304578797841,0.0242757759577218,2523,"tags=27%, list=7%, signal=25%","4741/147183/5630/4744/4747/390792/6469/3861/9118/83481/144501/353288/54474/342574/3890/3884/2670"
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process",257,0.32170349400339,1.44298566316026,0.00162416918456473,0.0281304578797841,0.0242757759577218,3708,"tags=10%, list=11%, signal=9%","4508/4535/4509/3948/4538/4539/4536/4537/4626/4625/4541/7345/2819/4540/5566/3479/5313/2027/3565/4624/11182/2033/527/229/51341/4622"
"GO:0050771","GO:0050771","negative regulation of axonogenesis",54,0.504398039277186,1.78948158195729,0.00163208893195442,0.0281646822246561,0.0243053105828588,7647,"tags=46%, list=22%, signal=36%","7070/1949/374946/1600/7474/1630/7143/23105/2045/2664/6696/80031/9856/8831/2048/9037/10371/4168/80128/1020/53335/57142/4038/4133/4099"
"GO:0021794","GO:0021794","thalamus development",12,0.752541549669696,1.88360938587311,0.00164289462990589,0.0282739032220315,0.0243995651617745,6566,"tags=75%, list=19%, signal=61%","10215/6469/6887/139411/26047/6715/1141/4967/4204"
"GO:0030195","GO:0030195","negative regulation of blood coagulation",49,-0.532682386973112,-1.70521409403455,0.00168888364314546,0.0289863833970291,0.0250144150578008,8640,"tags=51%, list=25%, signal=38%","7391/928/10019/2160/5627/5155/302/7103/3818/5327/5196/3848/7056/7057/1906/2161/5156/239/5329/114897/5328/5054/2244/2266/350"
"GO:0002026","GO:0002026","regulation of the force of heart contraction",26,0.608045228784145,1.87215087098833,0.00170825516831217,0.0292394028267199,0.025232763547341,6154,"tags=54%, list=18%, signal=44%","4633/8048/4625/6262/857/4624/1113/493/6548/488/6546/1907/477/5350"
"GO:0048499","GO:0048499","synaptic vesicle membrane organization",36,0.560661976513809,1.86318241262414,0.00172065228320321,0.0293719995154365,0.0253471906754658,4082,"tags=33%, list=12%, signal=29%","127833/10815/5864/112755/22895/9066/6860/6861/57586/23208/6812/10814"
"GO:0031103","GO:0031103","axon regeneration",53,0.505285775489648,1.7767044982068,0.00173333842363012,0.0295088018427166,0.0254652471486928,4475,"tags=26%, list=13%, signal=23%","4747/347/4131/349667/1270/2348/4313/2596/7143/2043/9315/6696/1605/9856"
"GO:1905606","GO:1905606","regulation of presynapse assembly",33,0.568307307495381,1.84996115432597,0.00176206799360902,0.029917261956007,0.0258177364768181,7875,"tags=52%, list=23%, signal=40%","26280/1949/347731/114798/22865/79414/2895/145581/347730/57555/869/94030/9378/11141/8321/55737/7476"
"GO:0002821","GO:0002821","positive regulation of adaptive immune response",135,-0.42199281358632,-1.57179619569427,0.00179319502883758,0.0303641281558664,0.0262033691528743,7174,"tags=31%, list=21%, signal=25%","6375/958/64332/3594/3606/51561/2625/10459/3592/93978/10865/80328/8631/100141515/3593/5027/695/64127/84807/5788/7297/10673/2209/8809/338322/64170/3554/114548/84787/940/3263/912/3569/924/3553/2208/23529/6556/64581/30009/6504/909"
"GO:0031644","GO:0031644","regulation of nervous system process",121,0.391563911543365,1.60240714809458,0.00180271731995254,0.0304437502481825,0.0262720807281572,8144,"tags=40%, list=23%, signal=31%","2902/112755/2904/2903/2741/2257/729993/729956/54413/50944/85446/7143/440829/26011/27242/11076/552/4856/2905/23316/57502/5649/5575/400746/388336/6547/80763/1605/151647/57555/154/1135/4923/23613/22999/81832/869/2890/9378/56853/6543/22871/2629/4099/1139/3060/7476/18/84866"
"GO:1902305","GO:1902305","regulation of sodium ion transmembrane transport",47,0.527840162406818,1.85966112310933,0.00180875797240338,0.0304643076098659,0.026289821139943,9361,"tags=51%, list=27%, signal=37%","2257/6330/7533/859/482/6324/493/288/5774/53826/6548/23327/53828/2256/481/65125/6331/7871/65267/1756/54997/5348/5581/2922"
"GO:0055003","GO:0055003","cardiac myofibril assembly",19,0.683893404018538,1.96304989914702,0.00183127289426872,0.0307614882984075,0.0265462795255415,4327,"tags=42%, list=12%, signal=37%","4633/4892/8048/8557/5629/10529/113622/4205"
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity",99,-0.453363926282092,-1.62465939022461,0.00183759325513618,0.0307857798393636,0.0265672424266233,10207,"tags=53%, list=29%, signal=37%","10666/11126/3902/3136/3133/1773/2150/51571/3635/3134/567/3383/3684/3071/6375/259197/3594/51561/11035/3592/84868/80328/3822/3593/5027/100507436/4843/56253/5788/7409/177/387837/8807/2213/9437/4068/146850/3824/3821/22914/100528032/114836/912/6372/3820/3575/3823/8302/909/26228/81607/10859"
"GO:0008361","GO:0008361","regulation of cell size",179,0.345162740971569,1.49212367048176,0.00184950708110371,0.0309034040324101,0.0266687487216792,8590,"tags=38%, list=25%, signal=29%","5458/57611/4131/1826/3897/5979/859/7224/374946/7474/4137/627/1630/10439/7143/1185/358/23105/343472/2045/2932/51334/2664/4897/6696/80031/659/23108/361/7504/3984/9856/51704/84561/9175/57698/9368/5048/25942/6792/9037/375611/10371/80128/7248/3320/23038/65125/23394/1385/1020/53335/57142/282679/2909/1982/4133/4099/5879/91584/2335/394/3778/1946/65267/1954/65078/80131"
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",129,-0.430092053103135,-1.59360361126789,0.00186773193149069,0.0310527806329248,0.0267976564309997,7174,"tags=32%, list=21%, signal=25%","6375/958/64332/3594/3606/51561/2625/10459/3592/93978/10865/80328/100141515/3593/5027/695/64127/84807/5788/7297/10673/2209/8809/338322/64170/3554/114548/84787/940/3263/912/3569/924/3553/2208/23529/6556/64581/30009/6504/909"
"GO:0050863","GO:0050863","regulation of T cell activation",390,-0.336903378986972,-1.39885532967169,0.00186828002541346,0.0310527806329248,0.0267976564309997,7827,"tags=28%, list=23%, signal=22%","3071/6850/11151/51043/100/1051/7704/3707/865/6375/3559/914/64332/56244/3481/3594/115004/3606/6366/283234/939/51561/2615/57162/11035/604/3600/2625/3592/84868/23308/4192/3593/864/64410/407030/84433/57864/3574/55423/11326/54900/3726/64127/2175/6776/84807/56253/7805/7133/5788/1326/5777/7409/64926/3112/10077/3718/177/7297/3458/8808/10673/126259/27240/10538/10148/3932/146850/8600/2648/6363/22914/3566/114548/100528032/11006/29851/940/941/912/5105/399/7412/3575/6347/257101/6352/9840/27040/1960/3569/5133/8764/969/3553/8740/10288/407018/101/2267/26279/80149/30009/6504/7535/1236/1493/8456/3620/10859"
"GO:0071216","GO:0071216","cellular response to biotic stimulus",263,-0.356338258551956,-1.42725074359794,0.00187446831086261,0.0310738631270557,0.0268158500169818,7411,"tags=29%, list=21%, signal=23%","79155/5606/10628/10417/115362/958/64332/406952/27178/3606/2634/5196/23729/19/84868/10865/245937/929/3593/11009/4318/80198/4843/695/4792/1649/64127/9971/3148/4314/7133/7128/27063/5777/8106/11213/406938/2213/345611/11093/7538/3055/407008/11027/10563/22914/3394/574034/114548/2623/100528032/7097/941/6372/22904/3627/4283/6347/2672/3569/389643/3553/10288/406932/80149/5197/64581/3929/6374/5054/26228/5743/10859/3576/1440"
"GO:0002827","GO:0002827","positive regulation of T-helper 1 type immune response",18,-0.705259442438986,-1.81338116964132,0.00189731005526355,0.0313701840550905,0.0270715664539946,7174,"tags=72%, list=21%, signal=57%","6375/3594/3606/51561/10865/3593/8809/338322/3554/3553/6556/30009/6504"
"GO:0032252","GO:0032252","secretory granule localization",26,0.602942420254318,1.85643949462788,0.00192946447036892,0.031818531579243,0.0274584774703044,7624,"tags=54%, list=22%, signal=42%","3798/5864/6860/26115/23025/6812/8618/440279/80128/23095/547/4204/6616/4133"
"GO:0031343","GO:0031343","positive regulation of cell killing",71,-0.477163803273876,-1.61712709418379,0.00193894092377939,0.0318915387359131,0.0275214805464081,10207,"tags=51%, list=29%, signal=36%","10666/11126/3902/3136/3133/2150/51571/3134/567/3684/6375/259197/3594/51561/3592/80328/3822/3593/5027/4843/56253/5788/7409/8807/4068/3824/3821/22914/5551/100528032/114836/912/3823/8302/909/26228"
"GO:0060080","GO:0060080","inhibitory postsynaptic potential",16,0.68689141566394,1.86753721240675,0.00195510690130579,0.0320739095809022,0.0276788613396073,8143,"tags=69%, list=23%, signal=53%","2741/54413/1137/57555/1135/4923/22999/2898/388135/642938/18"
"GO:0048675","GO:0048675","axon extension",110,0.394049970474182,1.58827713127363,0.00197439971918082,0.0322230197063205,0.027807539088585,7860,"tags=38%, list=23%, signal=30%","5458/57611/4131/1826/3897/7224/374946/54413/7474/4137/10439/7143/343472/2932/2664/4897/80031/659/3984/9856/9175/57698/5048/25942/6792/9037/1907/10371/9201/80128/1909/5532/23394/1020/53335/57142/8239/1982/4133/4099/91584/2335"
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process",273,0.317283413802824,1.43772716461047,0.00197419218077813,0.0322230197063205,0.027807539088585,3708,"tags=10%, list=11%, signal=9%","4508/4535/4509/3948/4538/4539/4536/4537/4626/4625/4541/7345/2819/4540/5566/956/3479/5313/2027/3565/4624/11182/2033/527/229/51341/4622"
"GO:0086070","GO:0086070","SA node cell to atrial cardiac muscle cell communication",11,0.767675708928363,1.87223196582081,0.00199664356131196,0.0325020637454803,0.0280483460674806,7852,"tags=91%, list=23%, signal=70%","10021/55800/2702/6262/3741/287/10052/8913/6331/9096"
"GO:1903861","GO:1903861","positive regulation of dendrite extension",24,0.630498704257631,1.89689887387881,0.00204422129213964,0.0331910068924267,0.028642884185358,6566,"tags=54%, list=19%, signal=44%","127833/151835/6860/59284/114804/23025/84258/23327/401135/22999/9962/8437/4204"
"GO:1901381","GO:1901381","positive regulation of potassium ion transmembrane transport",36,0.556327214348519,1.84877720419625,0.00208841877616937,0.0337770647667152,0.0291486352724995,5505,"tags=47%, list=16%, signal=40%","3747/440699/389816/3746/6000/3779/482/9472/287/4986/126755/57463/3759/3757/30819/23630/9722"
"GO:0042269","GO:0042269","regulation of natural killer cell mediated cytotoxicity",52,-0.526703322097732,-1.71711428791207,0.00209635994118942,0.0337770647667152,0.0291486352724995,5909,"tags=42%, list=17%, signal=35%","3592/84868/3822/3593/100507436/56253/7409/387837/8807/9437/4068/146850/3824/3821/22914/100528032/114836/3820/3823/8302/81607/10859"
"GO:0002526","GO:0002526","acute inflammatory response",106,-0.437306647900064,-1.58560061907077,0.00209280448560136,0.0337770647667152,0.0291486352724995,9802,"tags=51%, list=28%, signal=37%","3133/1773/3557/5345/6289/4153/6693/2683/4889/5005/3570/1910/923/134/1051/9332/2131/8792/3818/5008/388125/2867/2625/5359/2865/9180/7442/695/2529/2152/2212/2161/25807/9103/2213/50616/2209/2210/8600/114548/3497/3700/145741/3569/3553/101/26279/1401/1236/3929/5743/171389/6288/6291"
"GO:0043401","GO:0043401","steroid hormone receptor signaling pathway",132,0.380359139400068,1.56309514307021,0.00215612820167891,0.034651668503318,0.0299033931385922,10659,"tags=39%, list=31%, signal=27%","728358/1667/5458/1668/83844/7533/2692/85315/9113/6258/6422/2033/5241/51341/57178/9575/26508/3670/10474/9420/5058/4306/51389/55809/133522/10728/8648/5469/5139/8626/6597/23558/23019/2852/9611/6714/4824/149563/9325/23543/9612/81285/8085/142/9063/3301/55128/6294/811/23028/55823"
"GO:0051155","GO:0051155","positive regulation of striated muscle cell differentiation",47,0.522666788647917,1.84143454101131,0.00219535588217804,0.0349839981610406,0.030190184073509,3055,"tags=28%, list=9%, signal=25%","4617/150572/4618/6469/3084/93649/859/5629/3479/9472/4654/6899/6474"
"GO:0099174","GO:0099174","regulation of presynapse organization",34,0.555113581426456,1.82300394983064,0.00222614282123288,0.0349839981610406,0.030190184073509,10102,"tags=62%, list=29%, signal=44%","26280/1949/347731/114798/22865/79414/2895/145581/347730/57555/869/94030/9378/11141/8321/55737/7476/55799/84631/351/266727"
"GO:2000107","GO:2000107","negative regulation of leukocyte apoptotic process",59,-0.518428713117256,-1.72245078886886,0.00222665726104154,0.0349839981610406,0.030190184073509,9255,"tags=47%, list=27%, signal=35%","602/6482/6097/10461/100/3059/407975/3707/6387/406884/6366/939/604/57864/1942/64127/3718/171558/6363/1831/3665/3575/6352/84941/5133/1236/3620/10859"
"GO:0002279","GO:0002279","mast cell activation involved in immune response",56,-0.511201509278216,-1.66930130226607,0.00220200503749869,0.0349839981610406,0.030190184073509,5805,"tags=39%, list=17%, signal=33%","8673/387695/695/5777/201294/2242/7462/30817/2624/284021/2294/5729/3596/2268/3566/2623/8013/3497/3598/27040/401258/116449"
"GO:0030199","GO:0030199","collagen fibril organization",69,-0.491027285891559,-1.65781663507596,0.00219556642627794,0.0349839981610406,0.030190184073509,9717,"tags=51%, list=28%, signal=37%","283208/5345/79709/30008/1291/7148/1290/2331/642658/871/1303/302/2131/150356/60681/11173/1278/1301/7837/1277/4060/1545/4016/1289/9509/26254/649/11117/1281/4015/1805/1302/50509/1311/140766"
"GO:0043299","GO:0043299","leukocyte degranulation",81,-0.469545409998559,-1.62635386883745,0.00222117908314895,0.0349839981610406,0.030190184073509,8614,"tags=46%, list=25%, signal=34%","3134/8773/8832/3684/3071/6850/11151/6813/6810/100431172/8673/387695/3822/695/3689/201294/2242/7462/30817/2213/2624/284021/3055/4818/2294/5729/3596/2268/3566/2623/8013/3497/3598/27040/401258/116449/6348"
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation",81,-0.469488612978097,-1.62615714227597,0.00222117908314895,0.0349839981610406,0.030190184073509,9696,"tags=52%, list=28%, signal=37%","246778/54440/3549/8995/3142/301/639/861/4860/4092/3071/6850/51043/100/7704/3707/865/64332/3594/3606/51561/604/2625/3593/864/64410/3726/6776/84807/3718/3458/10538/6363/3566/114548/11006/941/257101/969/80149/30009/7535"
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation",171,-0.392196468855975,-1.50837125843817,0.00221358127433475,0.0349839981610406,0.030190184073509,9438,"tags=38%, list=27%, signal=28%","11314/3549/8995/6693/5897/3958/3635/5771/3623/3142/10461/6385/3398/301/861/7940/4092/64092/51043/1051/865/6375/83593/3559/2615/57162/604/84868/4192/864/407030/100507436/11326/695/54900/55024/6776/56253/7805/7128/5777/10077/25807/3718/2213/2268/3566/11006/941/5133/8764/969/10288/374403/407018/2267/26279/116449/80149/30009/1493/406961/3620/23495/10859"
"GO:0006935","GO:0006935","chemotaxis",451,-0.331881700106695,-1.39632563355685,0.00221706257122116,0.0349839981610406,0.030190184073509,9730,"tags=36%, list=28%, signal=27%","25960/6279/5473/2150/7422/391/51571/57175/220202/3603/6278/8995/6693/4046/3958/5771/2155/7869/729230/2253/1843/3570/9048/8482/7114/1910/64221/301/51411/1441/1235/7941/2826/2185/240/5025/79890/5872/3071/2358/6850/56833/6355/11151/6362/120425/1969/5155/4908/25865/6375/2833/54910/6810/6387/6360/112616/5319/9647/8792/3690/10663/5365/6366/1800/79902/1232/2867/51561/5196/719/7852/3592/57449/6370/7057/57580/387695/6373/2357/245937/4192/406941/6280/284/1906/3491/27237/54795/2252/54210/1794/64127/2152/3148/80024/1240/3689/7409/1233/5156/728/8829/2829/2242/2920/30817/177/8061/56413/406948/152189/407008/10563/1880/2249/8600/7130/6363/22914/1839/4015/59341/27202/100528032/2919/6372/3627/5329/4283/7412/6347/6352/3164/6361/6846/1960/3569/9023/3553/8740/503618/5328/1890/101/5197/6348/2921/6504/140596/1269/1236/3929/6374/5054/26228/6364/494336/100130520/6351/414062/6288/3576/6354"
"GO:0045954","GO:0045954","positive regulation of natural killer cell mediated cytotoxicity",29,-0.615212085311718,-1.79402832792471,0.00223483882143326,0.0350254143825619,0.0302259250813149,10207,"tags=72%, list=29%, signal=51%","5819/10666/11126/3902/3133/3134/259197/3592/3822/3593/56253/7409/8807/4068/3824/3821/22914/100528032/114836/3823/8302"
"GO:0140105","GO:0140105","interleukin-10-mediated signaling pathway",11,-0.777321041488921,-1.76690705210309,0.00226581321152075,0.0354229609999136,0.0305689963763795,3871,"tags=55%, list=11%, signal=48%","7297/11027/11006/10288/11024/10859"
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity",116,-0.426152762292827,-1.55884650567087,0.00230949593992696,0.0360167317446387,0.0310814034488416,8339,"tags=45%, list=24%, signal=34%","3133/1773/2150/11314/10758/729230/3570/8773/9188/8832/3684/8509/6850/6813/10417/6810/1610/5319/8673/387695/695/54210/2212/3689/201294/9103/2242/7462/30817/2213/2209/2624/284021/2210/2294/5729/64170/3596/2268/3566/2623/8013/3497/6372/3598/27040/3569/401258/116449/6348/26228/171389"
"GO:0021522","GO:0021522","spinal cord motor neuron differentiation",27,0.596015290922832,1.85390433717373,0.00232240003757448,0.0361287651165528,0.0311780850260842,5752,"tags=41%, list=17%, signal=34%","4821/10215/6469/3226/2636/55906/3670/161357/2737/5727/89884"
"GO:0009074","GO:0009074","aromatic amino acid family catabolic process",24,-0.633489090069966,-1.76350873916651,0.00240536993688224,0.0373275590205115,0.0322126096810454,2516,"tags=25%, list=7%, signal=23%","6898/8942/3067/169355/3620/6999"
"GO:0002604","GO:0002604","regulation of dendritic cell antigen processing and presentation",11,-0.774642457400385,-1.76081843637924,0.00241586494116484,0.0373985366872479,0.0322738613657161,6567,"tags=73%, list=19%, signal=59%","6366/7057/64127/2213/10392/6363/6556/1236"
"GO:0002468","GO:0002468","dendritic cell antigen processing and presentation",15,-0.717666587294911,-1.75361238651454,0.00244339249902145,0.0377321932122726,0.0325617973489463,6567,"tags=53%, list=19%, signal=43%","6366/7057/64127/2213/10392/6363/6556/1236"
"GO:0051153","GO:0051153","regulation of striated muscle cell differentiation",92,0.414015813734251,1.61889778088619,0.00246089277676029,0.0378175152749829,0.0326354278347158,3443,"tags=21%, list=10%, signal=19%","4617/150572/4618/6469/493829/6123/3084/93649/859/2931/5629/3479/627/9472/4654/6899/6474/4856/10818"
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds",340,0.297184998772802,1.36961265272742,0.00245722658752723,0.0378175152749829,0.0326354278347158,10379,"tags=31%, list=30%, signal=22%","3952/4508/4535/4509/4538/5506/4539/4536/4514/4519/4537/4541/4513/4512/4540/153743/79085/266977/2931/3479/100302203/3565/1431/5502/2932/112464/10891/1544/10580/90624/4160/4693/113829/1352/5834/5167/3795/2998/4190/4696/3454/10728/54539/4967/7262/378884/51422/6391/63976/57103/205/400916/2645/55102/2629/2395/4711/29103/522/57190/92014/751071/4708/23786/9927/9852/7957/50/513/3052/506/55967/55811/4719/1738/134145/4706/4718/7124/10476/388753/246269/5213/55753/3667/178/5443/8987/4715/112609/8803/55847/54949/9377/84277/3421/4712/92259/1737/131474/7381/4710/5162/23596/5290"
